Negative_siebert,Neutral_siebert,Positive_siebert,dom_tweet_sent_siebert,total_tweet_count,search_query,coviddomain
0.47,0.0,0.53,Positive,944.0,gameboy,0
0.79,0.0,0.21,Negative,867.0,mike pence,0
0.21,0.0,0.79,Positive,333.0,orange park,0
0.7,0.0,0.3,Negative,832.0,dr fauci,0
0.31,0.0,0.69,Positive,367.0,clevel browns,0
0.21,0.0,0.79,Positive,929.0,destination weddings,0
0.42,0.0,0.58,Positive,816.0,apocalypse outfit,0
0.43,0.0,0.57,Positive,914.0,chicken,0
0.64,0.0,0.36,Negative,359.0,chinese doctor,1
0.33,0.0,0.67,Positive,473.0,patrick casey,0
0.68,0.0,0.32,Negative,794.0,states,0
0.48,0.0,0.52,Positive,326.0,lays,0
0.39,0.0,0.61,Positive,827.0,herald,0
0.31,0.0,0.69,Positive,909.0,summer vacations,0
0.27,0.0,0.73,Positive,900.0,cgpa,0
0.57,0.0,0.43,Negative,298.0,person,0
0.64,0.0,0.36,Negative,462.0,atf,0
0.64,0.0,0.36,Negative,875.0,pants,0
0.35,0.0,0.65,Positive,846.0,ahmedabad,0
0.46,0.0,0.54,Positive,945.0,t-rex,0
0.34,0.0,0.66,Positive,914.0,clint eastwood,0
0.52,0.0,0.48,Negative,844.0,covid19 cases,1
0.41,0.0,0.59,Positive,795.0,veterinarians,0
0.71,0.0,0.29,Negative,280.0,bin laden,0
0.37,0.0,0.63,Positive,949.0,rain,0
0.45,0.0,0.55,Positive,454.0,dark memes,0
0.64,0.0,0.36,Negative,384.0,private company,0
0.29,0.0,0.71,Positive,1136.0,loyal dog,0
0.82,0.0,0.18,Negative,938.0,third party voters,0
0.35,0.0,0.65,Positive,822.0,simulations,0
0.77,0.0,0.23,Negative,385.0,politicial campaign,0
0.37,0.0,0.63,Positive,347.0,algeria,0
0.32,0.0,0.68,Positive,922.0,shanghai,0
0.65,0.0,0.35,Negative,866.0,kim jong-un,0
0.14,0.0,0.86,Positive,846.0,executive director,0
0.7,0.0,0.3,Negative,845.0,george conway,0
0.6,0.0,0.4,Negative,856.0,breaking news,0
0.81,0.0,0.19,Negative,344.0,reagans son,0
0.47,0.0,0.53,Positive,868.0,valentines day,0
0.79,0.0,0.21,Negative,902.0,benghazi,0
0.72,0.0,0.28,Negative,963.0,bleachbit,0
0.39,0.0,0.61,Positive,468.0,mike lee,0
0.34,0.0,0.66,Positive,439.0,space wall,0
0.69,0.0,0.31,Negative,885.0,polio,0
0.5,0.0,0.5,Negative,745.0,liberty,0
0.45,0.0,0.55,Positive,373.0,affordable care act,0
0.45,0.0,0.55,Positive,456.0,national security agency nsa,0
0.6,0.0,0.4,Negative,483.0,diet woke,0
0.8,0.0,0.2,Negative,442.0,fred trump,0
0.44,0.0,0.56,Positive,993.0,marine biologists,0
0.33,0.0,0.67,Positive,926.0,tulsa,0
0.61,0.0,0.39,Negative,889.0,jagmeet,0
0.48,0.0,0.52,Positive,462.0,jeff van,0
0.47,0.0,0.53,Positive,468.0,sugar daddies,0
0.4,0.0,0.6,Positive,324.0,vampire,0
0.78,0.0,0.22,Negative,939.0,taliban,0
0.35,0.0,0.65,Positive,829.0,libertarian party of colorado,0
0.57,0.0,0.43,Negative,463.0,chuck e cheese,0
0.52,0.0,0.48,Negative,924.0,company,0
0.81,0.0,0.19,Negative,909.0,dirty politics,0
0.51,0.0,0.49,Negative,387.0,bartender,0
0.59,0.0,0.41,Negative,925.0,crawls,0
0.43,0.0,0.57,Positive,198.0,times of india,0
0.74,0.0,0.26,Negative,375.0,nuclear war,0
0.6,0.0,0.4,Negative,973.0,swede,0
0.34,0.0,0.66,Positive,373.0,1965,0
0.87,0.0,0.13,Negative,649.0,hillary clinton campaign,1
0.51,0.0,0.49,Negative,860.0,roommate,0
0.34,0.0,0.66,Positive,823.0,mumbai indians mi ,0
0.6,0.0,0.4,Negative,936.0,covid29,1
0.27,0.0,0.73,Positive,896.0,game of thrones,0
0.43,0.0,0.57,Positive,466.0,the queen,0
0.64,0.0,0.36,Negative,398.0,economists,0
0.78,0.0,0.22,Negative,316.0,trump rally,0
0.87,0.0,0.13,Negative,892.0,bioweapon lab,0
0.1,0.0,0.9,Positive,1050.0,online class,0
0.48,0.0,0.52,Positive,404.0,scott walker,0
0.44,0.0,0.56,Positive,460.0,garyjohnson,0
0.57,0.0,0.43,Negative,357.0,hammer,0
0.54,0.0,0.46,Negative,442.0,post courier,0
0.79,0.0,0.21,Negative,414.0,al sharpton,0
0.26,0.0,0.74,Positive,887.0,disneyland,0
0.71,0.0,0.29,Negative,251.0,powerful people,0
0.7,0.0,0.3,Negative,283.0,logic,0
0.47,0.0,0.53,Positive,386.0,black,0
0.49,0.0,0.51,Positive,777.0,neighbor,0
0.87,0.0,0.13,Negative,249.0,socialists,0
0.11,0.0,0.89,Positive,18.0,east tennessee libertarian party,0
0.5,0.0,0.5,Positive,763.0,class,0
0.73,0.0,0.27,Negative,381.0,pornography,0
0.48,0.0,0.52,Positive,895.0,tentin quarantino,1
0.59,0.0,0.41,Negative,883.0,pigeons,0
0.64,0.0,0.36,Negative,857.0,military doctors,0
0.73,0.0,0.27,Negative,329.0,amy coney barrett,0
0.33,0.0,0.67,Positive,415.0,sacul,0
0.55,0.0,0.45,Negative,781.0,gloves,0
0.51,0.0,0.49,Negative,373.0,brush,0
0.46,0.0,0.54,Positive,337.0,bedroom,0
0.54,0.0,0.46,Negative,849.0,journalism,0
0.19,0.0,0.81,Positive,834.0,varun dhawan,0
0.68,0.0,0.32,Negative,908.0,executioners,0
0.53,0.0,0.47,Negative,775.0,narendra modi,0
0.63,0.0,0.37,Negative,424.0,donkeys,0
0.33,0.0,0.67,Positive,377.0,taylor swift,0
0.46,0.0,0.54,Positive,398.0,sasquatch,0
0.63,0.0,0.37,Negative,567.0,senate,0
0.4,0.0,0.6,Positive,973.0,adulthood,0
0.42,0.0,0.58,Positive,222.0,the oval,0
0.4,0.0,0.6,Positive,863.0,pubg,0
0.42,0.0,0.58,Positive,167.0,washington,0
0.73,0.0,0.27,Negative,419.0,valerie biden,0
0.53,0.0,0.47,Negative,725.0,email,0
0.46,0.0,0.54,Positive,946.0,ramen noodles,0
0.27,0.0,0.73,Positive,439.0,starter pack,0
0.54,0.0,0.46,Negative,426.0,cat blood,0
0.41,0.0,0.59,Positive,919.0,raves,0
0.64,0.0,0.36,Negative,345.0,small bussinesses,0
0.31,0.0,0.69,Positive,349.0,cakes,0
0.88,0.0,0.12,Negative,322.0,republican party of caucus,0
0.37,0.0,0.63,Positive,438.0,hurricane sy,0
0.67,0.0,0.33,Negative,974.0,chickenpox parties,0
0.67,0.0,0.33,Negative,900.0,wuhan kid,1
0.44,0.0,0.56,Positive,876.0,college,0
0.69,0.0,0.31,Negative,1034.0,us state department,0
0.62,0.0,0.38,Negative,755.0,internet,0
0.64,0.0,0.36,Negative,809.0,officer,0
0.49,0.0,0.51,Positive,937.0,malaysians,0
0.6,0.0,0.4,Negative,725.0,quarantine life,1
0.26,0.0,0.74,Positive,886.0,summer vacation,0
0.72,0.0,0.28,Negative,898.0,immigration laws,0
0.75,0.0,0.25,Negative,413.0,political debate,0
0.21,0.0,0.79,Positive,471.0,shrek super party,0
0.2,0.0,0.8,Positive,923.0,laughter,0
0.83,0.0,0.17,Negative,218.0,communism,0
0.51,0.0,0.49,Negative,356.0,united states,0
0.27,0.0,0.73,Positive,911.0,home alone 2: lost in new york,0
0.34,0.0,0.66,Positive,779.0,kentucky,0
0.86,0.0,0.14,Negative,729.0,racist,0
0.6,0.0,0.4,Negative,454.0,green party leader,0
0.24,0.0,0.76,Positive,304.0,wildlife,0
0.42,0.0,0.58,Positive,801.0,washington dc,0
0.43,0.0,0.57,Positive,1172.0,coronavirus memes,1
0.35,0.0,0.65,Positive,536.0,daily news,0
0.76,0.0,0.24,Negative,967.0,hydrochloroquine,0
0.63,0.0,0.37,Negative,913.0,vicodin,0
0.46,0.0,0.54,Positive,358.0,george h w bush,0
0.59,0.0,0.41,Negative,931.0,millenials,1
0.3,0.0,0.7,Positive,423.0,shahid afridi,0
0.67,0.0,0.33,Negative,298.0,activists,0
0.74,0.0,0.26,Negative,847.0,water companies,0
0.87,0.0,0.13,Negative,334.0,soros,0
0.35,0.0,0.65,Positive,415.0,pluto,0
0.56,0.0,0.44,Negative,821.0,young metro,0
0.37,0.0,0.63,Positive,366.0,abby martin,0
0.84,0.0,0.16,Negative,165.0,poor,0
0.26,0.0,0.74,Positive,823.0,chinese new year,1
0.71,0.0,0.29,Negative,799.0,quarantine,1
0.83,0.0,0.17,Negative,618.0,sick people,1
0.55,0.0,0.45,Negative,305.0,budgets,0
0.72,0.0,0.28,Negative,418.0,lib news,0
0.37,0.0,0.63,Positive,813.0,sheldon,0
0.7,0.0,0.3,Negative,376.0,planned parenthood,0
0.3,0.0,0.7,Positive,961.0,betty,0
0.85,0.0,0.15,Negative,454.0,liberals in power,0
0.27,0.0,0.73,Positive,909.0,nepal,0
0.78,0.0,0.22,Negative,456.0,saddam hussain,0
0.33,0.0,0.67,Positive,3.0,robert downey jr,0
0.54,0.0,0.46,Negative,975.0,old teachers,0
0.74,0.0,0.26,Negative,894.0,toilet paper,0
0.37,0.0,0.63,Positive,777.0,tea,0
0.5,0.0,0.5,Positive,282.0,clinic,0
0.7,0.0,0.3,Negative,419.0,black hole,0
0.38,0.0,0.62,Positive,842.0,minnesota,0
0.42,0.0,0.58,Positive,851.0,vicks,0
0.63,0.0,0.37,Negative,776.0,student loans,0
0.18,0.0,0.82,Positive,22.0,india vs new zeal match,0
0.82,0.0,0.18,Negative,465.0,pr spin,0
0.75,0.0,0.25,Negative,753.0,presidency,0
0.52,0.0,0.48,Negative,953.0,ipods,0
0.47,0.0,0.53,Positive,412.0,microphone,0
0.84,0.0,0.16,Negative,436.0,james b comey,0
0.21,0.0,0.79,Positive,453.0,treehouse,0
0.75,0.0,0.25,Negative,156.0,communist party,0
0.53,0.0,0.47,Negative,280.0,ku klux klan kkk,0
0.6,0.0,0.4,Negative,313.0,coronavirus ringtone,1
0.58,0.0,0.42,Negative,101.0,american,0
0.85,0.0,0.15,Negative,481.0,fbi mistakes,0
0.74,0.0,0.26,Negative,872.0,billionares,1
0.55,0.0,0.45,Negative,853.0,assests,0
0.5,0.0,0.5,Negative,2.0,francis pope,0
0.83,0.0,0.17,Negative,386.0,senator rick santorum,0
0.54,0.0,0.46,Negative,272.0,seats,0
0.44,0.0,0.56,Positive,935.0,socks,0
0.48,0.0,0.52,Positive,745.0,marriage,0
0.25,0.0,0.75,Positive,4.0,hyrdro pill,1
0.68,0.0,0.32,Negative,902.0,cocaine,0
0.47,0.0,0.53,Positive,961.0,polar vortex,0
0.64,0.0,0.36,Negative,168.0,test,0
0.67,0.0,0.33,Negative,446.0,bad boss,0
0.15,0.0,0.85,Positive,1178.0,ultimate fighting championship (ufc),0
0.49,0.0,0.51,Positive,918.0,swimmers,0
0.62,0.0,0.38,Negative,453.0,mrs trump,0
0.46,0.0,0.54,Positive,889.0,volcano,0
0.19,0.0,0.81,Positive,926.0,indvnz match,0
0.55,0.0,0.45,Negative,491.0,news,0
0.37,0.0,0.63,Positive,514.0,book,0
0.5,0.0,0.5,Positive,414.0,cellphone,0
0.51,0.0,0.49,Negative,738.0,my plans,0
0.9,0.0,0.1,Negative,422.0,liberals libs,0
0.85,0.0,0.15,Negative,882.0,protestors,0
0.45,0.0,0.55,Positive,959.0,ice truck,0
0.8,0.0,0.2,Negative,891.0,coughing,0
0.57,0.0,0.43,Negative,889.0,asteroid,0
0.38,0.0,0.62,Positive,817.0,libertarian party of georgia,0
0.75,0.0,0.25,Negative,421.0,trump airlines,0
0.86,0.0,0.14,Negative,236.0,american election,0
0.54,0.0,0.46,Negative,1074.0,coronavirus tip,1
0.24,0.0,0.76,Positive,926.0,migraine patients,1
0.0,0.0,1.0,Positive,3.0,betu orourke,0
0.51,0.0,0.49,Negative,821.0,monitor,0
0.72,0.0,0.28,Negative,427.0,keynesian economics,0
0.89,0.0,0.11,Negative,739.0,election fraud,0
0.75,0.0,0.25,Negative,926.0,joe biden,0
0.43,0.0,0.57,Positive,373.0,kylie jenner,0
0.73,0.0,0.27,Negative,375.0,western democracies,0
0.76,0.0,0.24,Negative,713.0,foreigners,0
0.36,0.0,0.64,Positive,378.0,bolivia,0
0.84,0.0,0.16,Negative,549.0,obamist,0
0.43,0.0,0.57,Positive,917.0,macaulay culkin,0
0.79,0.0,0.21,Negative,385.0,donald trump rally,0
0.57,0.0,0.43,Negative,138.0,loans,0
0.55,0.0,0.45,Negative,426.0,hoods,0
0.74,0.0,0.26,Negative,943.0,ppe,0
0.32,0.0,0.68,Positive,362.0,estonia,0
0.31,0.0,0.69,Positive,687.0,books,0
0.73,0.0,0.27,Negative,925.0,common core math,0
0.56,0.0,0.44,Negative,747.0,orders,0
0.76,0.0,0.24,Negative,348.0,confederacy,0
0.79,0.0,0.21,Negative,336.0,eric trump,0
0.54,0.0,0.46,Negative,812.0,cruise,0
0.36,0.0,0.64,Positive,916.0,star wars,0
0.86,0.0,0.14,Negative,905.0,wrong mask,1
0.53,0.0,0.47,Negative,719.0,hands,0
0.43,0.0,0.57,Positive,464.0,kryssi,0
0.35,0.0,0.65,Positive,332.0,terry,0
0.32,0.0,0.68,Positive,828.0,black friday,0
0.45,0.0,0.55,Positive,343.0,stranger,0
0.88,0.0,0.12,Negative,305.0,communists,0
0.48,0.0,0.52,Positive,474.0,etch a sketch,0
0.5,0.0,0.5,Negative,94.0,carolin lucas,0
0.65,0.0,0.35,Negative,422.0,democratic representative,0
0.32,0.0,0.68,Positive,891.0,hair extensions,0
0.44,0.0,0.56,Positive,414.0,blue collar,0
0.63,0.0,0.37,Negative,707.0,throat,0
0.43,0.0,0.57,Positive,304.0,plants,0
0.65,0.0,0.35,Negative,952.0,asian woman,0
0.78,0.0,0.22,Negative,1133.0,govt officials,0
0.61,0.0,0.39,Negative,836.0,gas station,0
0.72,0.0,0.28,Negative,482.0,toupee,0
0.49,0.0,0.51,Positive,820.0,man,0
0.47,0.0,0.53,Positive,290.0,cdc certified mask,1
0.37,0.0,0.63,Positive,412.0,barbie,0
0.51,0.0,0.49,Negative,453.0,ball pit,0
0.0,0.0,1.0,Positive,1.0,rocky erson,0
0.76,0.0,0.24,Negative,913.0,osama bin laden,0
0.19,0.0,0.81,Positive,876.0,chancellor jones,0
0.45,0.0,0.55,Positive,966.0,titanic,0
0.77,0.0,0.23,Negative,775.0,robbers,0
0.78,0.0,0.22,Negative,361.0,eric garner,0
0.76,0.0,0.24,Negative,323.0,rachel maddow,0
0.68,0.0,0.32,Negative,411.0,ron paul,0
0.81,0.0,0.19,Negative,192.0,conservatives,0
0.75,0.0,0.25,Negative,208.0,protest,0
0.49,0.0,0.51,Positive,306.0,work week,0
0.67,0.0,0.33,Negative,724.0,reporter,0
0.65,0.0,0.35,Negative,946.0,normal people,0
0.46,0.0,0.54,Positive,468.0,chief white house correspondent for cnn,0
0.49,0.0,0.51,Positive,86.0,prsidential debate,0
0.9,0.0,0.1,Negative,176.0,neo nazi group evropa,0
0.8,0.0,0.2,Negative,849.0,new virus in china,1
0.58,0.0,0.42,Negative,876.0,milo memes,0
0.52,0.0,0.48,Negative,422.0,oreos,0
0.28,0.0,0.72,Positive,391.0, l seals,0
0.78,0.0,0.22,Negative,309.0,libertarian voters,0
0.72,0.0,0.28,Negative,479.0,lp voters,0
0.89,0.0,0.11,Negative,149.0,democrat,0
0.71,0.0,0.29,Negative,309.0,harry meghan,0
0.55,0.0,0.45,Negative,952.0,hand santitizer,0
0.43,0.0,0.57,Positive,877.0,the world,0
0.77,0.0,0.23,Negative,702.0,ryan fournier,0
0.5,0.0,0.5,Negative,369.0,bones,0
0.39,0.0,0.61,Positive,304.0,anime,0
0.73,0.0,0.27,Negative,403.0,citizens,0
0.89,0.0,0.11,Negative,341.0,neo-nazi,0
0.38,0.0,0.62,Positive,935.0,spirit halloween,0
0.43,0.0,0.57,Positive,853.0,hand soap,0
0.72,0.0,0.28,Negative,444.0,iowa caucus,0
0.5,0.0,0.5,Positive,421.0,dave chappelle,0
0.5,0.0,0.5,Negative,616.0,asian,0
0.82,0.0,0.18,Negative,961.0,mask companies,1
0.46,0.0,0.54,Positive,701.0,vladimir putin,0
0.29,0.0,0.71,Positive,450.0,john robinson,0
0.71,0.0,0.29,Negative,930.0,lebanese government,0
0.28,0.0,0.72,Positive,461.0,leornardo dicaprio,0
0.84,0.0,0.16,Negative,396.0,tony tenpenny,0
0.25,0.0,0.75,Positive,843.0,cbd,0
0.47,0.0,0.53,Positive,1154.0,battle ship,0
0.36,0.0,0.64,Positive,384.0,libertarian party of arkansas,0
0.58,0.0,0.42,Negative,487.0,numtot,0
0.77,0.0,0.23,Negative,236.0,us politicians,0
0.73,0.0,0.27,Negative,440.0,american justice system,0
0.46,0.0,0.54,Positive,465.0,black mirror 2020,0
0.84,0.0,0.16,Negative,923.0,antivaxx,1
0.7,0.0,0.3,Negative,952.0,mr gorbachev,0
0.34,0.0,0.66,Positive,825.0,engineering,0
0.57,0.0,0.43,Negative,791.0,libertarian porcupine,0
0.1,0.0,0.9,Positive,1116.0,travel blogger,0
0.48,0.0,0.52,Positive,406.0,work home,0
0.59,0.0,0.41,Negative,940.0,elbow bump,0
0.5,0.0,0.5,Positive,422.0,singaporeans,0
0.8,0.0,0.2,Negative,941.0,wuhan flu,1
0.53,0.0,0.47,Negative,795.0,ship,0
0.9,0.0,0.1,Negative,899.0,2020 republican platform,0
0.6,0.0,0.4,Negative,980.0,people with coronavirus,1
0.26,0.0,0.74,Positive,304.0,carey abe,0
0.55,0.0,0.45,Negative,450.0,metal straw,0
0.55,0.0,0.45,Negative,383.0,noam chomsky,0
0.41,0.0,0.59,Positive,956.0,quidditch matches,0
0.24,0.0,0.76,Positive,838.0,wizzard,0
0.62,0.0,0.38,Negative,931.0,navy people,0
0.61,0.0,0.39,Negative,179.0,wall street,0
0.0,0.0,1.0,Positive,5.0,winnsboro tree village,1
0.56,0.0,0.44,Negative,962.0,charger,0
0.49,0.0,0.51,Positive,906.0,patriot,0
0.53,0.0,0.47,Negative,427.0,saudi,0
0.86,0.0,0.14,Negative,909.0,hunter biden,0
0.54,0.0,0.46,Negative,616.0,woman,0
0.53,0.0,0.47,Negative,920.0,james weeks,0
0.46,0.0,0.54,Positive,301.0,brian,0
0.47,0.0,0.53,Positive,955.0,carona,1
0.41,0.0,0.59,Positive,99.0,jason memoa,0
0.87,0.0,0.13,Negative,922.0,libtard,0
0.47,0.0,0.53,Positive,187.0,campaign,0
0.69,0.0,0.31,Negative,882.0,employer,0
0.5,0.0,0.5,Positive,894.0,archaelogists,0
0.35,0.0,0.65,Positive,753.0,miami,0
0.47,0.0,0.53,Positive,740.0,stock market,0
0.89,0.0,0.11,Negative,223.0,nazi,0
0.47,0.0,0.53,Positive,198.0,culture,0
0.34,0.0,0.66,Positive,448.0,jackie chan,0
0.11,0.0,0.89,Positive,943.0,the legend of zelda,0
0.58,0.0,0.42,Negative,531.0,new york times,0
0.48,0.0,0.52,Positive,460.0,african american rights,0
0.19,0.0,0.81,Positive,553.0,royal challangers bangalore,0
0.72,0.0,0.28,Negative,931.0,disinfectants,1
0.73,0.0,0.27,Negative,434.0,united states courts,0
0.58,0.0,0.42,Negative,571.0,taiwan,0
0.85,0.0,0.15,Negative,972.0,uber ola drivers,0
0.86,0.0,0.14,Negative,447.0,senate floor,0
0.43,0.0,0.57,Positive,203.0,centres for disease control (cdc),0
0.62,0.0,0.38,Negative,428.0,lawrence wilkerson,0
0.38,0.0,0.62,Positive,900.0,livestock industries,0
0.47,0.0,0.53,Positive,336.0,edward snowden,0
0.8,0.0,0.2,Negative,517.0,deomcratic party,0
0.81,0.0,0.19,Negative,478.0,government dependency,0
0.44,0.0,0.56,Positive,927.0,diet coke,0
0.36,0.0,0.64,Positive,200.0,movies,0
0.73,0.0,0.27,Negative,361.0,prisons,0
0.82,0.0,0.18,Negative,797.0,progressives,0
0.06,0.0,0.94,Positive,478.0,demolay international,0
0.28,0.0,0.72,Positive,820.0,vaccine phase 3 trial,1
0.55,0.0,0.45,Negative,586.0,property,0
0.79,0.0,0.21,Negative,937.0,normal sick people,1
0.65,0.0,0.35,Negative,270.0,medicare,0
0.34,0.0,0.66,Positive,776.0,swich,0
0.32,0.0,0.68,Positive,817.0,cake,0
0.5,0.0,0.5,Negative,356.0,george washington,0
0.0,0.0,1.0,Positive,1.0,ben fernez,0
0.24,0.0,0.76,Positive,808.0,indian council of medical research (icmr),0
0.75,0.0,0.25,Negative,383.0,liberalism,0
0.8,0.0,0.2,Negative,823.0,devin nunes,0
0.34,0.0,0.66,Positive,903.0,earthquake,0
0.63,0.0,0.37,Negative,487.0,badhombres,0
0.69,0.0,0.31,Negative,330.0,constitution party,0
0.83,0.0,0.17,Negative,281.0,republican voters,0
0.0,0.0,1.0,Positive,14.0,susan saron,0
0.54,0.0,0.46,Negative,614.0,island,0
0.73,0.0,0.27,Negative,287.0,libetarian party,0
0.19,0.0,0.81,Positive,356.0,billboard,1
0.14,0.0,0.86,Positive,920.0,pampered chef party,0
0.56,0.0,0.44,Negative,1011.0,mexican flag,0
0.66,0.0,0.34,Negative,926.0,economic right,0
0.34,0.0,0.66,Positive,890.0,my friends,0
0.62,0.0,0.38,Negative,907.0,plane pilots,0
0.37,0.0,0.63,Positive,896.0,captain america,0
0.6,0.0,0.4,Negative,911.0,patriotism,0
0.44,0.0,0.56,Positive,427.0,id badges,0
0.61,0.0,0.39,Negative,611.0,british,0
0.37,0.0,0.63,Positive,310.0,living room,0
0.81,0.0,0.19,Negative,724.0,communist,0
0.66,0.0,0.34,Negative,219.0,corona vius,1
0.72,0.0,0.28,Negative,924.0,people with fever,0
0.53,0.0,0.47,Negative,855.0,department of education,0
0.61,0.0,0.39,Negative,215.0,abc news,0
0.26,0.0,0.74,Positive,849.0,class of 2021,0
0.8,0.0,0.2,Negative,439.0,trump university,0
0.41,0.0,0.59,Positive,29.0,coronavirus book of memes,1
0.75,0.0,0.25,Negative,460.0,george bush sr,0
0.62,0.0,0.38,Negative,165.0,buffy the virus slayer,1
0.7,0.0,0.3,Negative,885.0,biden campaign rally,0
0.57,0.0,0.43,Negative,641.0,kids,0
0.65,0.0,0.35,Negative,475.0,progressive insurance,0
0.71,0.0,0.29,Negative,608.0,capitalism,0
0.45,0.0,0.55,Positive,905.0,icmr,0
0.36,0.0,0.64,Positive,279.0,rose,0
0.15,0.0,0.85,Positive,898.0,royal challengers bangalore rcb ,0
0.61,0.0,0.39,Negative,739.0,coke,0
0.77,0.0,0.23,Negative,931.0,obama care,0
0.87,0.0,0.13,Negative,962.0,trumpsters,0
0.45,0.0,0.55,Positive,664.0,coronavirus prevention,1
0.47,0.0,0.53,Positive,924.0,genx,0
0.37,0.0,0.63,Positive,921.0,chemistry teachers,0
0.41,0.0,0.59,Positive,833.0,the glen,0
0.2,0.0,0.8,Positive,300.0,serta,0
0.51,0.0,0.49,Negative,386.0,pickle,0
0.84,0.0,0.16,Negative,212.0,voter fraud,0
0.49,0.0,0.51,Positive,884.0,pre covid19,1
0.47,0.0,0.53,Positive,924.0,corona beer,1
0.3,0.0,0.7,Positive,439.0,patanjali,0
0.35,0.0,0.65,Positive,326.0,spiderman far from home,0
0.68,0.0,0.32,Negative,200.0,joe biden campaign rally,0
0.35,0.0,0.65,Positive,605.0,japanese,0
0.6,0.0,0.4,Negative,5.0,liebrtarian party,0
0.72,0.0,0.28,Negative,655.0,middle class,0
0.25,0.0,0.75,Positive,895.0,halloween,0
0.69,0.0,0.31,Negative,967.0,people with normal flu,1
0.62,0.0,0.38,Negative,830.0,office workers,0
0.66,0.0,0.34,Negative,905.0,dr bonnie henry,0
0.36,0.0,0.64,Positive,936.0,quarantine snack,1
0.88,0.0,0.12,Negative,445.0,right wing extremists,0
0.34,0.0,0.66,Positive,909.0,chris rock,0
0.83,0.0,0.17,Negative,877.0,donald trump mask,1
0.55,0.0,0.45,Negative,875.0,summer 2020,0
0.42,0.0,0.58,Positive,427.0,henry hazlitt,0
0.55,0.0,0.45,Negative,316.0,presidential year,0
0.24,0.0,0.76,Positive,830.0,anytime fitness,0
0.53,0.0,0.47,Negative,454.0,loch ness,0
0.69,0.0,0.31,Negative,428.0,margarine,0
0.48,0.0,0.52,Positive,821.0,freedom,0
0.6,0.0,0.4,Negative,761.0,employee,0
0.43,0.0,0.57,Positive,691.0,bread,0
0.83,0.0,0.17,Negative,838.0,democratic party mascot,0
0.49,0.0,0.51,Positive,414.0,cecile richards,0
0.75,0.0,0.25,Negative,932.0,sbi employee,0
0.53,0.0,0.47,Negative,915.0,teaher,0
0.54,0.0,0.46,Negative,946.0,ppe kit,0
0.61,0.0,0.39,Negative,917.0,post quarantine,1
0.0,0.0,1.0,Positive,1.0,grpa munster,0
0.55,0.0,0.45,Negative,450.0,ayn r,0
0.52,0.0,0.48,Negative,403.0,dog house,0
0.33,0.0,0.67,Positive,943.0,dinner,0
0.78,0.0,0.22,Negative,750.0,airlines,0
0.65,0.0,0.35,Negative,834.0,wapo,0
0.42,0.0,0.58,Positive,470.0,healthcare reform committee,0
0.89,0.0,0.11,Negative,654.0,grand old party gop ,0
0.42,0.0,0.58,Positive,928.0,girlfriends,0
0.55,0.0,0.45,Negative,736.0,dog,0
0.63,0.0,0.37,Negative,629.0,debate,0
0.61,0.0,0.39,Negative,416.0,people of delhi,0
0.17,0.0,0.83,Positive,400.0,jim rohn,0
0.5,0.0,0.5,Positive,344.0,elementary school,0
0.68,0.0,0.32,Negative,471.0,religious organization,0
0.32,0.0,0.68,Positive,851.0,human consciousness,0
0.63,0.0,0.37,Negative,293.0,joe bidens family,0
0.33,0.0,0.67,Positive,57.0,home alone 2 lost in new york,0
0.47,0.0,0.53,Positive,845.0,gatorade,0
0.53,0.0,0.47,Negative,797.0,fridge,0
0.33,0.0,0.67,Positive,230.0,meeting,0
0.83,0.0,0.17,Negative,390.0,anti-trump,0
0.4,0.0,0.6,Positive,822.0,windows 10,0
0.51,0.0,0.49,Negative,925.0,joseph robinette biden jr,0
0.69,0.0,0.31,Negative,135.0,everett bickford,0
0.53,0.0,0.47,Negative,36.0,communitariansim,0
0.61,0.0,0.39,Negative,757.0,stay at home,0
0.54,0.0,0.46,Negative,942.0,mosquito,0
0.43,0.0,0.57,Positive,750.0,sky,0
0.42,0.0,0.58,Positive,919.0,ramayan,0
0.51,0.0,0.49,Negative,631.0,french,0
0.7,0.0,0.3,Negative,565.0,laws,0
0.82,0.0,0.18,Negative,900.0,nazism,0
0.82,0.0,0.18,Negative,55.0,people eating live rats in china,1
0.65,0.0,0.35,Negative,914.0,homeless people,0
0.25,0.0,0.75,Positive,201.0,bear cub,0
0.43,0.0,0.57,Positive,1071.0,abraham lincoln,0
0.45,0.0,0.55,Positive,382.0,new york,0
0.82,0.0,0.18,Negative,202.0,ilhan omar,0
0.41,0.0,0.59,Positive,918.0,wizard,0
0.74,0.0,0.26,Negative,401.0,anarchists,0
0.61,0.0,0.39,Negative,436.0,indiana people,0
0.53,0.0,0.47,Negative,965.0,costco water,0
0.72,0.0,0.28,Negative,958.0,peak capitalism,0
0.62,0.0,0.38,Negative,895.0,press conference,0
1.0,0.0,0.0,Negative,8.0,anri vaxxers,1
0.58,0.0,0.42,Negative,260.0,west nile virus,1
0.26,0.0,0.74,Positive,453.0,1863,0
0.84,0.0,0.16,Negative,649.0,anti virus,1
0.71,0.0,0.29,Negative,448.0,chris christie,0
0.35,0.0,0.65,Positive,438.0,food markets,0
0.3,0.0,0.7,Positive,452.0,north mumbai,0
0.56,0.0,0.44,Negative,931.0,waiter,0
