Negative_siebert,Neutral_siebert,Positive_siebert,dom_tweet_sent_siebert,total_tweet_count,search_query,coviddomain
0.52,0.0,0.48,Negative,368.0,bipartisan,0
0.61,0.0,0.39,Negative,866.0,kim jong un,0
0.31,0.0,0.69,Positive,902.0,archaeologists,0
0.37,0.0,0.63,Positive,911.0,jenny,0
0.28,0.0,0.72,Positive,444.0,cyberpunk 2077,0
0.5,0.0,0.5,Negative,331.0,black community,0
0.7,0.0,0.3,Negative,860.0,bernie sanders,0
0.67,0.0,0.33,Negative,660.0,human rights,0
0.29,0.0,0.71,Positive,887.0,tacos,0
0.51,0.0,0.49,Negative,936.0,stay at home moms,0
0.34,0.0,0.66,Positive,682.0,santa,0
0.3,0.0,0.7,Positive,682.0,friend,0
0.16,0.0,0.84,Positive,712.0,wish com,0
0.89,0.0,0.11,Negative,831.0,republians,0
0.74,0.0,0.26,Negative,900.0,deborah ramirez,0
0.72,0.0,0.28,Negative,419.0,deficits,0
0.2,0.0,0.8,Positive,345.0,mint meme,0
0.65,0.0,0.35,Negative,858.0,front line workers,0
0.56,0.0,0.44,Negative,962.0,people with chronic illness,1
0.37,0.0,0.63,Positive,688.0,meal,0
0.75,0.0,0.25,Negative,435.0,police officers,0
0.52,0.0,0.48,Negative,919.0,windows 95,0
0.64,0.0,0.36,Negative,880.0,sporting events,0
0.28,0.0,0.72,Positive,304.0,macys,0
0.91,0.0,0.09,Negative,373.0,tax payers,0
0.72,0.0,0.28,Negative,904.0,oil wars,0
0.44,0.0,0.56,Positive,902.0,liqour,0
0.25,0.0,0.75,Positive,4.0,world health organization (wo),0
0.48,0.0,0.52,Positive,402.0,turtle,0
0.52,0.0,0.48,Negative,778.0,counting,0
0.07,0.0,0.93,Positive,367.0,thanks giving,0
0.37,0.0,0.63,Positive,938.0,glass mask,1
0.44,0.0,0.56,Positive,865.0,stress,0
0.76,0.0,0.24,Negative,1220.0,great old party gop ,0
0.45,0.0,0.55,Positive,333.0,middle school,0
0.67,0.0,0.33,Negative,477.0,nigerian prince,0
0.1,0.0,0.9,Positive,146.0,paul laurence dunbar,0
0.61,0.0,0.39,Negative,840.0,uk debate,0
0.46,0.0,0.54,Positive,457.0,steve harvey,0
0.78,0.0,0.22,Negative,348.0,black friend,0
0.79,0.0,0.21,Negative,934.0,hillary mask,1
0.9,0.0,0.1,Negative,823.0,white supremacists,0
0.22,0.0,0.78,Positive,857.0,allah. girls,0
0.55,0.0,0.45,Negative,892.0,jonathan swan,0
0.68,0.0,0.32,Negative,174.0,america people,0
0.82,0.0,0.18,Negative,413.0,russian intelligence intelligence community,0
0.39,0.0,0.61,Positive,545.0,paper,0
0.82,0.0,0.18,Negative,640.0,flu virus,1
0.73,0.0,0.27,Negative,837.0,vaccine,1
0.69,0.0,0.31,Negative,431.0,trade deals,0
0.34,0.0,0.66,Positive,334.0,american city,0
0.8,0.0,0.2,Negative,422.0,stephen miller,1
0.45,0.0,0.55,Positive,771.0,muhyiddin,0
0.38,0.0,0.62,Positive,450.0,samuel l jackson,0
0.29,0.0,0.71,Positive,410.0,transportation security administration tsa,0
0.8,0.0,0.2,Negative,10.0,anti-vaxxer's parents,1
0.52,0.0,0.48,Negative,610.0,medicine,0
0.63,0.0,0.37,Negative,481.0,child casino,0
0.54,0.0,0.46,Negative,754.0,centers for disease control (cdc),0
0.54,0.0,0.46,Negative,866.0,therapist,0
0.35,0.0,0.65,Positive,287.0,end game,0
0.74,0.0,0.26,Negative,842.0,taxation,0
0.69,0.0,0.31,Negative,504.0,country,0
0.3,0.0,0.7,Positive,10.0,canian boy,0
0.55,0.0,0.45,Negative,453.0,jimmy kemmel,0
0.51,0.0,0.49,Negative,365.0,rabbit,0
0.53,0.0,0.47,Negative,851.0,homeschool teachers,0
0.7,0.0,0.3,Negative,299.0,alien invasion,0
0.81,0.0,0.19,Negative,759.0,socialist,0
0.29,0.0,0.71,Positive,473.0,honey boo boo,0
0.33,0.0,0.67,Positive,892.0,lime,0
0.41,0.0,0.59,Positive,903.0,wilson,0
0.57,0.0,0.43,Negative,751.0,scottish,0
0.54,0.0,0.46,Negative,919.0,mask idea,1
0.47,0.0,0.53,Positive,598.0,cold,0
0.31,0.0,0.69,Positive,369.0,1970,0
0.54,0.0,0.46,Negative,421.0,libertarian party of florida,0
0.58,0.0,0.42,Negative,384.0,ben bernanke,0
0.69,0.0,0.31,Negative,466.0,oompa loompa,0
0.41,0.0,0.59,Positive,818.0,birds,0
0.47,0.0,0.53,Positive,944.0,chafee,0
0.41,0.0,0.59,Positive,716.0,mobile,0
0.5,0.0,0.5,Negative,418.0,austin petersen,0
0.27,0.0,0.73,Positive,878.0,friday the 13th,0
0.58,0.0,0.42,Negative,906.0,human race,0
0.57,0.0,0.43,Negative,7.0,bernie sers,0
0.4,0.0,0.6,Positive,63.0,cave update memes,0
0.2,0.0,0.8,Positive,480.0,ginawang,0
0.2,0.0,0.8,Positive,715.0,drive-in theatre,0
0.62,0.0,0.38,Negative,435.0,elevator,0
0.81,0.0,0.19,Negative,475.0,liberatarians,0
0.67,0.0,0.33,Negative,406.0,american folks,0
0.75,0.0,0.25,Negative,738.0,cnn debate,0
0.67,0.0,0.33,Negative,414.0,bobby jindal,0
0.34,0.0,0.66,Positive,234.0,brown,0
0.87,0.0,0.13,Negative,396.0,joe biden campaign,0
0.55,0.0,0.45,Negative,291.0,donald trump rooster statue,0
0.5,0.0,0.5,Positive,933.0,divorce lawyers,0
0.63,0.0,0.37,Negative,962.0,snarky pundit,0
0.28,0.0,0.72,Positive,360.0,eagle,0
0.82,0.0,0.18,Negative,528.0,2020 election,0
0.82,0.0,0.18,Negative,314.0,donald trump fans,0
0.54,0.0,0.46,Negative,492.0,ken bone,0
0.16,0.0,0.84,Positive,382.0,tv party,0
0.73,0.0,0.27,Negative,969.0,orrin hatch,0
0.43,0.0,0.57,Positive,887.0,national broadband network,0
0.49,0.0,0.51,Positive,689.0,new disease,0
0.59,0.0,0.41,Negative,882.0,home school,0
0.74,0.0,0.26,Negative,440.0,dem debate,0
0.28,0.0,0.72,Positive,437.0,orange hat,0
0.47,0.0,0.53,Positive,912.0,refrigerator,0
0.21,0.0,0.79,Positive,384.0,beauty insider,0
0.66,0.0,0.34,Negative,866.0,native americans,0
0.47,0.0,0.53,Positive,406.0,paramedic,0
0.73,0.0,0.27,Negative,449.0,democrats 2018,0
0.65,0.0,0.35,Negative,432.0,dating apps,0
0.39,0.0,0.61,Positive,893.0,lizol,0
0.72,0.0,0.28,Negative,914.0,green party vote,0
0.5,0.0,0.5,Positive,974.0,couch,0
0.7,0.0,0.3,Negative,545.0,flu vaccine,1
0.58,0.0,0.42,Negative,357.0,adam mckay,0
0.18,0.0,0.82,Positive,998.0,delhi daredevils (dd),0
0.41,0.0,0.59,Positive,271.0,irish,0
0.67,0.0,0.33,Negative,748.0,afghanistan,0
0.52,0.0,0.48,Negative,853.0,meme party,0
0.86,0.0,0.14,Negative,897.0,sheeple,0
0.58,0.0,0.42,Negative,238.0,ex,0
0.31,0.0,0.69,Positive,453.0,state bank of india (sbi),0
0.43,0.0,0.57,Positive,448.0,online classes,0
0.48,0.0,0.52,Positive,903.0,transport system,0
0.5,0.0,0.5,Negative,8.0,russian nurse nadia,0
0.57,0.0,0.43,Negative,361.0,social programs,0
0.74,0.0,0.26,Negative,386.0,american elections,0
0.52,0.0,0.48,Negative,885.0,chunky pandey,0
0.46,0.0,0.54,Positive,776.0,orange,0
0.34,0.0,0.66,Positive,914.0,pumpkin,0
0.71,0.0,0.29,Negative,631.0,chinese people,1
0.35,0.0,0.65,Positive,703.0,detroit,0
0.88,0.0,0.12,Negative,300.0,democrat voter,0
0.47,0.0,0.53,Positive,481.0,south african flag,0
0.58,0.0,0.42,Negative,911.0,french disease,0
0.57,0.0,0.43,Negative,906.0,crude oil prices,0
0.61,0.0,0.39,Negative,864.0,prince charles,0
0.66,0.0,0.34,Negative,953.0,coutler,0
0.36,0.0,0.64,Positive,943.0,valentine's day,0
0.74,0.0,0.26,Negative,727.0,broke,0
0.22,0.0,0.78,Positive,767.0,video chat,0
0.6,0.0,0.4,Negative,357.0,stephen k bannon,0
0.6,0.0,0.4,Negative,529.0,democratic national committee dnc convention,0
0.95,0.0,0.05,Negative,38.0,liberal mayor of olympia,0
0.56,0.0,0.44,Negative,315.0,truck,0
0.49,0.0,0.51,Positive,477.0,april ryan,0
0.72,0.0,0.28,Negative,325.0,presidential debate moderator,0
0.61,0.0,0.39,Negative,364.0,underwear,0
0.36,0.0,0.64,Positive,827.0,dallas,0
0.38,0.0,0.62,Positive,40.0,k.l. rahul,0
0.1,0.0,0.9,Positive,10.0,barb solberg,0
0.74,0.0,0.26,Negative,429.0,ben carson,0
0.11,0.0,0.89,Positive,370.0,ripon,0
0.44,0.0,0.56,Positive,149.0,group,0
0.76,0.0,0.24,Negative,288.0,governors,0
0.52,0.0,0.48,Negative,866.0,student organizations,0
0.15,0.0,0.85,Positive,1139.0,ludo king,0
0.6,0.0,0.4,Negative,356.0,cow,0
0.46,0.0,0.54,Positive,945.0,ww3 memes,0
0.79,0.0,0.21,Negative,485.0,person of color poc,0
0.71,0.0,0.29,Negative,85.0,guy eating bat soup in china,1
0.44,0.0,0.56,Positive,465.0,uk,0
0.37,0.0,0.63,Positive,166.0,indian council of medical research icmr ,0
0.77,0.0,0.23,Negative,789.0,covid infected people,1
0.24,0.0,0.76,Positive,1056.0,anushka sharma,0
0.74,0.0,0.26,Negative,356.0,mosques,0
0.79,0.0,0.21,Negative,900.0,newt gingrich,0
0.27,0.0,0.73,Positive,739.0,urrak,0
0.73,0.0,0.27,Negative,801.0,wes goodman,0
0.43,0.0,0.57,Positive,426.0,macleans,0
0.66,0.0,0.34,Negative,422.0,politican,0
0.64,0.0,0.36,Negative,307.0,presidential elections,0
1.0,0.0,0.0,Negative,4.0,photo,0
0.64,0.0,0.36,Negative,585.0,death,0
0.29,0.0,0.71,Positive,899.0,2020 graduation,0
0.27,0.0,0.73,Positive,451.0,sweet potatoes,0
0.61,0.0,0.39,Negative,645.0,public,0
0.35,0.0,0.65,Positive,730.0,small business,0
0.73,0.0,0.27,Negative,64.0,people who do not care about skin colour,0
0.38,0.0,0.62,Positive,903.0,burritos,0
0.33,0.0,0.67,Positive,945.0,shadong,0
0.36,0.0,0.64,Positive,251.0,illinois,1
0.52,0.0,0.48,Negative,361.0,historians,0
0.28,0.0,0.72,Positive,32.0,flexing in 2019 vs 2020,0
0.4,0.0,0.6,Positive,333.0,new york city nyc,0
0.47,0.0,0.53,Positive,408.0,thomas sowell,0
0.48,0.0,0.52,Positive,964.0,tri-wizard tournament,0
0.11,0.0,0.89,Positive,929.0,social greetings,0
0.61,0.0,0.39,Negative,178.0,yahoo news,0
0.59,0.0,0.41,Negative,230.0,lincoln chafee,0
0.57,0.0,0.43,Negative,466.0,founding principles,0
0.59,0.0,0.41,Negative,966.0,khabib vs tony,0
0.41,0.0,0.59,Positive,934.0,chinese buffet,1
0.61,0.0,0.39,Negative,903.0,cough syrup,0
0.57,0.0,0.43,Negative,449.0,terrence k williams,1
0.69,0.0,0.31,Negative,401.0,foreign countries,0
0.31,0.0,0.69,Positive,423.0,cyclone,0
0.47,0.0,0.53,Positive,477.0,man bun,0
0.37,0.0,0.63,Positive,883.0,herald newspaper,0
0.33,0.0,0.67,Positive,804.0,rishabh pant,0
0.65,0.0,0.35,Negative,428.0,rich kids,0
0.55,0.0,0.45,Negative,695.0,humanity,0
0.48,0.0,0.52,Positive,359.0,mouse,0
0.61,0.0,0.39,Negative,844.0,gasoline,0
0.66,0.0,0.34,Negative,194.0,israel,0
0.65,0.0,0.35,Negative,661.0,staff,0
0.37,0.0,0.63,Positive,937.0,vladi,0
0.44,0.0,0.56,Positive,932.0,bottoms,0
0.61,0.0,0.39,Negative,476.0,chocolate cows,0
0.36,0.0,0.64,Positive,340.0,couples,0
0.74,0.0,0.26,Negative,895.0,herpes,0
0.81,0.0,0.19,Negative,622.0,new swine flu like virus,1
0.88,0.0,0.12,Negative,437.0,deomcrats,0
0.69,0.0,0.31,Negative,97.0,people in america,0
0.33,0.0,0.67,Positive,960.0,chai,0
0.24,0.0,0.76,Positive,725.0,heaven,0
0.61,0.0,0.39,Negative,851.0,bodies,0
0.79,0.0,0.21,Negative,719.0,terrorism,0
0.31,0.0,0.69,Positive,824.0,nsf,0
0.57,0.0,0.43,Negative,401.0,tsa,0
0.53,0.0,0.47,Negative,929.0,lisol,0
0.4,0.0,0.6,Positive,350.0,furniture,0
0.45,0.0,0.55,Positive,880.0,credit cards,0
0.64,0.0,0.36,Negative,470.0,caroline lucas,0
0.56,0.0,0.44,Negative,438.0,jeb,0
0.25,0.0,0.75,Positive,444.0,palettes,0
0.46,0.0,0.54,Positive,369.0,server,0
0.79,0.0,0.21,Negative,416.0,libertarian party voters,0
0.66,0.0,0.34,Negative,370.0,bernie ser,0
0.38,0.0,0.62,Positive,529.0,online,0
0.76,0.0,0.24,Negative,419.0,democratic-republican party,0
0.71,0.0,0.29,Negative,225.0,civil rights,0
0.84,0.0,0.16,Negative,403.0,gun ban,0
0.8,0.0,0.2,Negative,673.0,donald trump jr.,0
0.23,0.0,0.77,Positive,945.0,research team,0
0.65,0.0,0.35,Negative,424.0,scientific community,0
0.43,0.0,0.57,Positive,904.0,lone ranger,0
0.29,0.0,0.7,Positive,800.0,brooklyn,0
0.18,0.0,0.82,Positive,597.0,crowdfunding,0
0.7,0.0,0.3,Negative,406.0,ben shapiro,0
0.78,0.0,0.22,Negative,447.0,conservative facts,0
0.37,0.0,0.63,Positive,817.0,centres for disease control and prevention,0
0.5,0.0,0.5,Negative,84.0,joe biden donald trump barack obama memes,0
0.33,0.0,0.68,Positive,440.0,jack nicholson,0
0.77,0.0,0.23,Negative,782.0,shutdown,0
0.43,0.0,0.57,Positive,355.0,scholars,0
0.55,0.0,0.45,Negative,307.0,polls,0
0.54,0.0,0.46,Negative,466.0,jim webb,0
0.48,0.0,0.52,Positive,452.0,farm animal,0
0.27,0.0,0.73,Positive,867.0,painters,0
0.6,0.0,0.4,Negative,132.0,black lives matter,0
0.83,0.0,0.17,Negative,426.0,two party system,0
0.22,0.0,0.78,Positive,479.0,drew thompson,0
0.71,0.0,0.29,Negative,14.0,presidency of the united states,0
0.28,0.0,0.72,Positive,838.0,kakashi hatake,0
0.33,0.0,0.67,Positive,845.0,dublin,0
0.68,0.0,0.32,Negative,386.0,turning point usa,0
0.65,0.0,0.35,Negative,946.0,smurfs,0
0.48,0.0,0.52,Positive,159.0,nuclear enegry,0
0.78,0.0,0.22,Negative,1050.0,american government,0
0.33,0.0,0.67,Positive,906.0,meryl steep,0
0.67,0.0,0.33,Negative,341.0,missiles,0
0.65,0.0,0.35,Negative,947.0,international travel,0
0.54,0.0,0.46,Negative,863.0,us navy,0
0.4,0.0,0.6,Positive,519.0,high school,0
0.76,0.0,0.24,Negative,812.0,chinese communist party (ccp),1
0.42,0.0,0.58,Positive,907.0,april,0
0.53,0.0,0.47,Negative,931.0,construction workers,0
0.84,0.0,0.16,Negative,896.0,democrat voters,0
0.71,0.0,0.29,Negative,958.0,aqua buddha,0
0.79,0.0,0.21,Negative,952.0,the australian greens,0
0.56,0.0,0.44,Negative,446.0,covid 19 vaccine,1
0.68,0.0,0.32,Negative,913.0,xi jinping,0
0.81,0.0,0.19,Negative,933.0,democractic party,0
0.19,0.0,0.81,Positive,884.0,elvis presley,0
0.58,0.0,0.42,Negative,959.0,rodents,0
0.83,0.0,0.17,Negative,943.0,ea employees,0
0.35,0.0,0.65,Positive,774.0,shikhar dhawan,0
0.79,0.0,0.21,Negative,308.0,american public,0
0.74,0.0,0.26,Negative,235.0,voter,0
0.77,0.0,0.23,Negative,108.0,make america great again maga fools,0
0.49,0.0,0.51,Positive,918.0,aleppo,0
0.7,0.0,0.3,Negative,577.0,hospitals,0
0.71,0.0,0.29,Negative,188.0,senator cruz,0
0.54,0.0,0.46,Negative,429.0,ohio libertarian party,0
0.72,0.0,0.28,Negative,932.0,reporting system,0
0.55,0.0,0.45,Negative,663.0,dogald trump,0
0.66,0.0,0.34,Negative,321.0,jacinda,0
0.79,0.0,0.21,Negative,839.0,chink virus,1
0.47,0.0,0.53,Positive,897.0,time traveller,0
0.77,0.0,0.23,Negative,800.0,rats,0
0.6,0.0,0.4,Negative,362.0,satan,0
0.88,0.0,0.12,Negative,478.0,white supermacist,0
0.51,0.0,0.49,Negative,280.0,drone,0
0.77,0.0,0.23,Negative,888.0,chinese airport,1
0.71,0.0,0.29,Negative,948.0,karen essential oils,0
0.75,0.0,0.25,Negative,430.0,combined vaccines,1
0.3,0.0,0.7,Positive,373.0,frederic bastiat,0
0.56,0.0,0.44,Negative,220.0,gas,0
0.85,0.0,0.15,Negative,331.0,clowns,0
0.82,0.0,0.18,Negative,161.0,federal government,0
0.55,0.0,0.45,Negative,486.0,b movie actor,0
0.66,0.0,0.34,Negative,672.0,population,0
0.66,0.0,0.34,Negative,344.0,debate 2020,0
0.63,0.0,0.37,Negative,424.0,senate hearing,0
0.75,0.0,0.25,Negative,332.0,vaccines,1
0.61,0.0,0.39,Negative,869.0,united states court,0
0.63,0.0,0.37,Negative,914.0,social gatherings,0
0.65,0.0,0.35,Negative,944.0,german measles,0
0.71,0.0,0.29,Negative,444.0,david cameron,0
0.54,0.0,0.46,Negative,768.0,barack obama,0
0.62,0.0,0.38,Negative,877.0,pre covid,1
0.29,0.0,0.71,Positive,461.0,jersey shore,0
0.61,0.0,0.39,Negative,854.0,left,0
0.48,0.0,0.52,Positive,256.0,wallet,0
0.24,0.0,0.76,Positive,1091.0,microsoft teams,0
0.3,0.0,0.7,Positive,398.0,belle,0
0.24,0.0,0.76,Positive,862.0,handwashing dance,0
0.67,0.0,0.33,Negative,763.0,black americans,0
0.78,0.0,0.22,Negative,64.0,statist normies,0
0.47,0.0,0.53,Positive,889.0,bigfoot,0
0.72,0.0,0.28,Negative,903.0,chlamydia,0
0.58,0.0,0.42,Negative,340.0,english sweating sickness,1
0.76,0.0,0.24,Negative,352.0,medical experts,0
0.42,0.0,0.58,Positive,906.0,vancouver,0
0.76,0.0,0.24,Negative,21.0,dr. bonnie henry,0
0.24,0.0,0.76,Positive,932.0,tiffa,0
0.77,0.0,0.23,Negative,434.0,george sorors,0
0.37,0.0,0.63,Positive,343.0,trailer,0
0.73,0.0,0.27,Negative,353.0,national rifle association nra,0
0.38,0.0,0.62,Positive,925.0,vijaywada,0
0.47,0.0,0.53,Positive,906.0,germany green party,0
0.77,0.0,0.23,Negative,958.0,closed borders,0
0.86,0.0,0.14,Negative,395.0,price gouging,0
0.37,0.0,0.63,Positive,290.0,alex,0
0.55,0.0,0.45,Negative,559.0,centers for disease control and prevention,0
0.7,0.0,0.3,Negative,460.0,keynsian economics,0
0.39,0.0,0.61,Positive,920.0,black mirror,0
0.53,0.0,0.47,Negative,413.0,winfrey,0
0.83,0.0,0.17,Negative,863.0,repulican party,0
0.33,0.0,0.67,Positive,782.0,netflix,0
0.62,0.0,0.38,Negative,148.0,news people,0
0.27,0.0,0.73,Positive,371.0,sweater,0
0.45,0.0,0.55,Positive,403.0,australia day,0
0.68,0.0,0.32,Negative,355.0,florida high school students,0
0.81,0.0,0.19,Negative,432.0,anti-abortion law,0
0.83,0.0,0.17,Negative,401.0,black lives matter blm protest,0
0.51,0.0,0.49,Negative,850.0,arranged marriage,0
0.57,0.0,0.43,Negative,886.0,cattle,0
0.28,0.0,0.72,Positive,816.0,christmas,0
0.69,0.0,0.31,Negative,446.0,trap card,0
0.46,0.0,0.54,Positive,1219.0,zoologists,0
0.33,0.0,0.67,Positive,3.0,communitariaism,0
0.12,0.0,0.88,Positive,8.0,shadong province,0
0.69,0.0,0.31,Negative,312.0,general election,0
0.35,0.0,0.65,Positive,890.0,summer,0
0.22,0.0,0.78,Positive,938.0,drive in theatre,0
0.51,0.0,0.49,Negative,449.0,vice president debate,0
0.25,0.0,0.75,Positive,864.0,screen,0
0.55,0.0,0.45,Negative,282.0,medicaid,0
0.46,0.0,0.54,Positive,347.0,aca,0
0.69,0.0,0.31,Negative,472.0,green party energy policy,0
0.65,0.0,0.35,Negative,706.0,teachers,0
0.48,0.0,0.52,Positive,907.0,trevor noah,0
0.74,0.0,0.26,Negative,234.0,blasting commies,0
0.63,0.0,0.37,Negative,481.0,world health organization who ,0
0.29,0.0,0.71,Positive,306.0,venus,0
0.44,0.0,0.56,Positive,457.0,brian williams,1
0.46,0.0,0.54,Positive,408.0,russias covid19 vaccine,1
0.95,0.0,0.05,Negative,158.0,1965 republican party platform,0
0.16,0.0,0.84,Positive,100.0,ginawang pageant,0
0.59,0.0,0.41,Negative,784.0,experts,0
0.48,0.0,0.52,Positive,1211.0,goa way,0
0.72,0.0,0.28,Negative,848.0,kimberly guifoyle,0
0.88,0.0,0.12,Negative,409.0,republican politicians,0
0.47,0.0,0.53,Positive,374.0,amal shookup,0
0.51,0.0,0.49,Negative,144.0,business,0
0.35,0.0,0.65,Positive,469.0,friends,0
0.69,0.0,0.31,Negative,451.0,obama biden memes,0
0.5,0.0,0.5,Positive,941.0,liquor shop,0
0.56,0.0,0.44,Negative,707.0,houses,0
0.51,0.0,0.49,Negative,400.0,golfing,0
0.81,0.0,0.19,Negative,855.0,taliban fighters,0
0.59,0.0,0.41,Negative,828.0,truck drivers,0
0.54,0.0,0.46,Negative,799.0,modiji,0
0.7,0.0,0.3,Negative,725.0,unemployment,0
0.0,0.0,1.0,Positive,2.0,the pope,0
0.24,0.0,0.76,Positive,839.0,yunnan,0
0.73,0.0,0.27,Negative,940.0,2 metre rule,0
0.33,0.0,0.67,Positive,859.0,nursing school,0
0.85,0.0,0.15,Negative,479.0,heidi cruz,0
0.56,0.0,0.44,Negative,337.0,intern,0
0.33,0.0,0.67,Positive,892.0,female leaders,0
0.37,0.0,0.63,Positive,903.0,godzilla,1
0.59,0.0,0.41,Negative,157.0,war,0
0.59,0.0,0.41,Negative,383.0,duck dynasty,0
1.0,0.0,0.0,Negative,1.0,anti-vaxxers parents,1
0.56,0.0,0.44,Negative,373.0,thomas mcinerney,0
0.23,0.0,0.77,Positive,331.0,lionel messi,0
0.39,0.0,0.61,Positive,251.0,ellen degeneres,0
0.61,0.0,0.39,Negative,920.0,supermarket,0
0.8,0.0,0.2,Negative,475.0,woke zero,0
0.78,0.0,0.22,Negative,930.0,carbon tax,0
0.77,0.0,0.23,Negative,451.0,jack ass,0
0.56,0.0,0.44,Negative,134.0,grinch,0
0.58,0.0,0.42,Negative,257.0,dollar,0
0.4,0.0,0.6,Positive,889.0,mother nature,0
0.75,0.0,0.25,Negative,457.0,australian labour party,0
0.3,0.0,0.7,Positive,873.0,1920,0
0.75,0.0,0.25,Negative,959.0,libertarian utopia,0
0.35,0.0,0.65,Positive,205.0,2018,0
0.4,0.0,0.6,Positive,416.0,sunglasses,0
0.92,0.0,0.08,Negative,339.0,blm rioter,0
0.41,0.0,0.59,Positive,323.0,cola,0
0.73,0.0,0.27,Negative,930.0,rush limbaugh,0
0.69,0.0,0.31,Negative,286.0,foreign policy,0
0.57,0.0,0.43,Negative,918.0,wall,0
0.48,0.0,0.52,Positive,344.0,engine,0
0.44,0.0,0.56,Positive,424.0,mascot,0
0.71,0.0,0.29,Negative,933.0,flu infected people,1
0.25,0.0,0.75,Positive,932.0,jane austen,0
0.33,0.0,0.67,Positive,648.0,universe,0
0.93,0.0,0.07,Negative,898.0,white nationalist party,0
0.73,0.0,0.27,Negative,369.0,black lives matter blm,0
0.54,0.0,0.46,Negative,436.0,scripts,0
0.61,0.0,0.39,Negative,380.0,post office,0
0.71,0.0,0.29,Negative,251.0,royal family,0
0.63,0.0,0.37,Negative,698.0,adults,0
0.78,0.0,0.22,Negative,206.0,jews,0
0.78,0.0,0.22,Negative,771.0,lockdown,0
0.0,0.0,1.0,Positive,1.0,wuhan virus alcohol,1
0.69,0.0,0.31,Negative,243.0,drugs,0
0.44,0.0,0.56,Positive,971.0,charlton heston,0
0.38,0.0,0.62,Positive,824.0,handwash,0
0.35,0.0,0.65,Positive,893.0,brethren,0
0.84,0.0,0.16,Negative,756.0,democratic party,0
0.48,0.0,0.52,Positive,746.0,trips,0
0.27,0.0,0.73,Positive,440.0,woodstock,0
0.27,0.0,0.73,Positive,834.0,pornstar,0
0.76,0.0,0.24,Negative,380.0,green party voter,0
0.33,0.0,0.67,Positive,797.0,administrator,0
0.5,0.0,0.5,Negative,488.0,russian dressing,0
0.63,0.0,0.37,Negative,410.0,barry goldwater,0
0.38,0.0,0.62,Positive,211.0,chicago,0
0.59,0.0,0.41,Negative,819.0,new yorkers,0
0.69,0.0,0.31,Negative,707.0,flu,1
0.2,0.0,0.8,Positive,1090.0,sonu sood,0
0.56,0.0,0.44,Negative,934.0,covid19 quarantine,1
0.46,0.0,0.54,Positive,473.0,club penguin,0
0.8,0.0,0.2,Negative,456.0,democratic party foreign policy,0
0.77,0.0,0.23,Negative,927.0,mass shootings,0
0.32,0.0,0.68,Positive,425.0,try tv,0
0.54,0.0,0.46,Negative,329.0,new york post,0
0.09,0.0,0.91,Positive,454.0,orlo,0
0.83,0.0,0.17,Negative,638.0,obamaist,0
0.68,0.0,0.32,Negative,439.0,trial,0
0.36,0.0,0.64,Positive,861.0,cornwall,0
0.24,0.0,0.76,Positive,407.0,roses,0
0.59,0.0,0.41,Negative,647.0,democratic national committee dnc,0
0.73,0.0,0.27,Negative,741.0,plane,0
0.58,0.0,0.42,Negative,642.0,coronavirus pandemic,1
0.43,0.0,0.57,Positive,904.0,wonder woman,0
0.7,0.0,0.3,Negative,968.0,assault rifle,0
0.72,0.0,0.28,Negative,296.0,sheep,0
0.38,0.0,0.62,Positive,858.0,stock buyback,0
0.65,0.0,0.35,Negative,945.0,carol baskin,0
0.71,0.0,0.29,Negative,810.0,american lives,0
0.28,0.0,0.72,Positive,829.0,deskphone,0
0.43,0.0,0.57,Positive,786.0,among us,0
0.36,0.0,0.64,Positive,762.0,mexican,0
0.67,0.0,0.33,Negative,113.0,election wokers,0
0.47,0.0,0.53,Positive,419.0,death star,0
0.17,0.0,0.83,Positive,6.0,team and whiteboard,0
0.15,0.0,0.85,Positive,1000.0,hotstar,0
0.18,0.0,0.82,Positive,444.0,romantic comedy,0
0.69,0.0,0.31,Negative,255.0,public schools,0
0.43,0.0,0.57,Positive,470.0,punk b,0
0.71,0.0,0.29,Negative,312.0,democratic primary,0
0.41,0.0,0.59,Positive,934.0,memers,0
0.13,0.0,0.87,Positive,862.0,mumbai indians (mi),0
0.61,0.0,0.39,Negative,788.0,ballot,0
0.27,0.0,0.73,Positive,676.0,song,0
0.34,0.0,0.66,Positive,474.0,pelicans,0
0.54,0.0,0.46,Negative,418.0,brack obama,0
0.77,0.0,0.23,Negative,645.0,outbreak,0
0.77,0.0,0.23,Negative,393.0,kimberly gardner,0
0.81,0.0,0.19,Negative,96.0,the democratic party,0
0.79,0.0,0.21,Negative,456.0,people in position of power,0
0.63,0.0,0.37,Negative,930.0,interviewer,0
0.63,0.0,0.37,Negative,925.0,national health service nhs ,0
0.12,0.0,0.88,Positive,123.0,carol wirth,0
0.41,0.0,0.59,Positive,395.0,puppies,0
0.38,0.0,0.62,Positive,884.0,state bank of india sbi ,0
0.5,0.0,0.5,Positive,298.0,wars,0
0.38,0.0,0.62,Positive,189.0,tuesday,0
0.29,0.0,0.71,Positive,434.0,disney princess,0
0.28,0.0,0.72,Positive,446.0,allentown,0
0.39,0.0,0.61,Positive,475.0,banjo boy,0
0.81,0.0,0.19,Negative,971.0,libertarians party,0
0.71,0.0,0.29,Negative,782.0,federal law,0
0.36,0.0,0.64,Positive,848.0,easter egg hunt,0
